Категория	Место	Код	Приоритет	Вид испытания	Математика	Информатика	Русский язык	ИД	Балл ВИ	Балл ВИ+ИД	Преимущественное право	Основной высший приоритет	Высший проходной приоритет	Согласие	Олимпиада
Общий конкурс	206	1846579	4	ВИ	100	95	100	9	295	304	нет	нет	нет	нет	
Общий конкурс	207	1823789	5	ЕГЭ	97	100	97	10	294	304	нет	нет	нет	нет	
Общий конкурс	208	1519268	1	ЕГЭ	100	100	100	3	300	303	да	нет	нет	да	
Общий конкурс	209	1484288	2	ЕГЭ	100	98	100	5	298	303	да	нет	нет	нет	
Общий конкурс	210	1533512	2	ВИ	100	100	94	9	294	303	нет	нет	нет	да	
Общий конкурс	211	1642840	3	ВИ	100	100	94	9	294	303	нет	нет	нет	нет	
Общий конкурс	212	1928315	4	ЕГЭ	95	98	100	10	293	303	нет	нет	нет	нет	
Общий конкурс	213	1264839	3	ВИ	100	100	97	5	297	302	нет	нет	нет	нет	
Общий конкурс	214	974866	4	ВИ	100	100	97	5	297	302	нет	нет	нет	да	
Общий конкурс	215	1287216	3	ВИ	100	100	97	5	297	302	нет	нет	нет	нет	
Общий конкурс	216	1530071	4	ЕГЭ	100	100	100	2	300	302	нет	нет	нет	нет	
Общий конкурс	217	1491745	2	ВИ	100	98	94	10	292	302	нет	нет	нет	нет	
Общий конкурс	218	1617084	2	ВИ	100	100	91	10	291	301	да	нет	нет	да	
Общий конкурс	219	1214426	3	ЕГЭ	100	100	94	7	294	301	да	нет	нет	нет	
Общий конкурс	220	1097672	1	ВИ	100	100	91	10	291	301	нет	нет	нет	нет	
Общий конкурс	221	1631512	3	ВИ	100	100	91	10	291	301	нет	нет	нет	да	
Общий конкурс	222	1175215	2	ВИ	100	98	94	9	292	301	нет	нет	нет	нет	
Общий конкурс	223	1173115	2	ЕГЭ	100	95	97	9	292	301	нет	нет	нет	нет	
Общий конкурс	224	1253292	3	ВИ	98	98	100	5	296	301	нет	нет	нет	нет	
Общий конкурс	225	1855303	2	ЕГЭ	96	98	97	10	291	301	нет	нет	нет	нет	
Общий конкурс	226	1455709	2	ЕГЭ	100	98	97	5	295	300	нет	нет	нет	нет	
Общий конкурс	227	1763345	4	ВИ	100	95	100	5	295	300	нет	нет	нет	нет	
Общий конкурс	228	1723173	2	ЕГЭ	100	93	100	7	293	300	нет	нет	нет	нет	
Общий конкурс	229	1907735	2	ВИ	100	90	100	10	290	300	нет	нет	нет	нет	
Общий конкурс	230	1604503	3	ЕГЭ	100	100	94	5	294	299	да	нет	нет	нет	
Общий конкурс	231	1901845	4	ВИ	98	98	100	3	296	299	да	нет	нет	нет	
Общий конкурс	232	1849775	3	ВИ	100	100	89	10	289	299	нет	нет	нет	нет	
Общий конкурс	233	1829197	2	ВИ	100	100	89	10	289	299	нет	нет	нет	да	
Общий конкурс	234	1707717	4	ВИ	100	98	97	4	295	299	нет	нет	нет	нет	
Общий конкурс	235	1508607	3	ВИ	100	95	94	10	289	299	нет	нет	нет	нет	
Общий конкурс	236	1411872	3	ЕГЭ	97	100	97	5	294	299	нет	нет	нет	да	
Общий конкурс	237	1583778	1	ВИ	96	95	100	7	291	298	нет	нет	нет	нет	
Общий конкурс	238	1482996	5	ЕГЭ	94	100	94	10	288	298	нет	нет	нет	нет	
Общий конкурс	239	1610065	1	ЕГЭ	100	98	94	5	292	297	да	нет	нет	да	
Общий конкурс	240	1999227	2	ЕГЭ	100	100	94	3	294	297	нет	нет	нет	да	
Общий конкурс	241	1004310	3	ЕГЭ	100	98	94	5	292	297	нет	нет	нет	нет	
Общий конкурс	242	1177363	4	ВИ	100	98	94	5	292	297	нет	нет	нет	нет	
Общий конкурс	243	2107459	3	ВИ	100	98	97	2	295	297	нет	нет	нет	нет	
Общий конкурс	244	1518346	2	ВИ	100	95	100	2	295	297	нет	нет	нет	нет	
Общий конкурс	245	1793522	4	ВИ	100	93	94	10	287	297	нет	нет	нет	да	
Общий конкурс	246	1717420	2	ЕГЭ	97	95	100	5	292	297	нет	нет	нет	нет	
Общий конкурс	247	1147454	5	ЕГЭ	96	98	100	3	294	297	нет	нет	нет	нет	
Общий конкурс	248	1497264	3	ЕГЭ	96	93	100	8	289	297	нет	нет	нет	да	
Общий конкурс	249	2050789	3	ВИ	100	100	86	10	286	296	нет	нет	нет	нет	
Общий конкурс	250	1809459	3	ЕГЭ	100	95	91	10	286	296	нет	нет	нет	нет	
Общий конкурс	251	1655702	2	ВИ	100	95	91	10	286	296	нет	нет	нет	нет	
Общий конкурс	252	1355358	2	ЕГЭ	100	93	94	9	287	296	нет	нет	нет	нет	
Общий конкурс	253	1074287	4	ЕГЭ	99	100	94	3	293	296	нет	нет	нет	да	
Общий конкурс	254	1986573	2	ЕГЭ	98	98	97	3	293	296	нет	нет	нет	нет	
Общий конкурс	255	1291412	3	ЕГЭ	97	100	89	10	286	296	нет	нет	нет	да	
Общий конкурс	256	1324435	2	ЕГЭ	94	98	94	10	286	296	нет	нет	нет	нет	
Общий конкурс	257	1516569	4	ВИ	90	100	97	9	287	296	нет	нет	нет	нет	
Общий конкурс	258	1427002	2	ЕГЭ	100	93	97	5	290	295	да	нет	нет	нет	
Общий конкурс	259	1128387	3	ВИ	100	98	91	6	289	295	нет	нет	нет	нет	
Общий конкурс	260	1993093	4	ЕГЭ	100	98	94	3	292	295	нет	нет	нет	да	
Общий конкурс	261	1030092	5	ЕГЭ	100	98	94	3	292	295	нет	нет	нет	нет	
Общий конкурс	262	1758334	4	ЕГЭ	100	95	91	9	286	295	нет	нет	нет	да	
Общий конкурс	263	1708840	3	ЕГЭ	100	95	97	3	292	295	нет	нет	нет	нет	
Общий конкурс	264	1396381	1	ВИ	99	93	100	3	292	295	нет	нет	нет	нет	
Общий конкурс	265	1286565	1	ЕГЭ	98	100	97	0	295	295	нет	нет	нет	нет	
Общий конкурс	266	1437520	1	ЕГЭ	97	98	97	3	292	295	нет	нет	нет	нет	
Общий конкурс	267	1212455	3	ВИ	96	100	97	2	293	295	нет	нет	нет	нет	
Общий конкурс	268	1823596	2	ВИ	92	98	100	5	290	295	нет	нет	нет	нет	
Общий конкурс	269	1610805	4	ВИ	95	100	94	5	289	294	да	нет	нет	да	
Общий конкурс	270	1908768	5	ЕГЭ	100	100	91	3	291	294	нет	нет	нет	нет	
Общий конкурс	271	1197066	2	ЕГЭ	100	100	94	0	294	294	нет	нет	нет	нет	
Общий конкурс	272	1364536	2	ЕГЭ	100	95	89	10	284	294	нет	нет	нет	да	
